DIM,Task,APPROVAL,21-Nov,21-Dec,22-Jan,22-Feb,22-Mar,22-Apr,22-May,22-Jun,22-Jul,22-Aug,22-Sep,22-Oct,22-Nov,22-Dec,23-Jan,23-Feb
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,49.5,47.25,43.8,25.5,20.7,3.6,0,0,0,0,0,0,0,0,0,0
Remaining,,,115.5,110.25,106.2,124.5,151.8,146.4,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0291,Completed,0,0,15.3,18,20.7,3.6,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0177,Completed,24.75,23.63,15,7.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0262,Completed,24.75,23.63,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0601,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
EMP_0344,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,121.28,115.5,115.5,132.83,115.5,115.5,127.05,121.28,132.83,127.05,121.28,127.05,115.5,121.28,115.5
Allocated Hours,,,3,121.28,115.5,115.5,132.82,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,162,0,0,0,0,115.5,115.5,127.05,121.28,132.83,127.05,121.28,127.05,115.5,121.28,115.5
Technical,TASK_T0506,Completed,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0224,Completed,0,78.75,75,75,86.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0448,Completed,0,3.15,3,3,3.45,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0936,Completed,0,23.63,22.5,22.5,25.88,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0250,Completed,0,15.75,15,15,17.25,0,0,0,0,0,0,0,0,0,0,0
EMP_0215,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,154.5,105,207,224.25,180,180,115.5,31.5,34.5,33,31.5,33,30,31.5,30
Remaining,,,0,3,45,-57,-51.75,-30,-30,49.5,126,138,132,126,132,120,126,120
Technical,TASK_T0516,Completed,0,0,0,75,86.25,75,75,0,0,0,0,0,0,0,0,0
Technical,TASK_T0064,Completed,115.5,110.25,75,75,86.25,75,75,82.5,0,0,0,0,0,0,0,0
Technical,TASK_T0437,Completed,0,0,0,12,17.25,15,15,16.5,15.75,17.25,16.5,15.75,16.5,15,15.75,15
Technical,TASK_T0880,Completed,16.5,15.75,15,15,17.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0736,Completed,33,28.5,15,30,17.25,15,15,16.5,15.75,17.25,16.5,15.75,16.5,15,15.75,15
EMP_0383,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,5.25,15.75,15,99,138,105,105,115.5,110.25,120.75,115.5,110.25,115.5,105,110.25,105
Remaining,,,159.75,141.75,135,51,34.5,45,45,49.5,47.25,51.75,49.5,47.25,49.5,45,47.25,45
Technical,TASK_T0437,Completed,0,0,0,84,120.75,105,105,115.5,110.25,120.75,115.5,110.25,115.5,105,110.25,105
Technical,TASK_T0880,Completed,5.25,15.75,15,15,17.25,0,0,0,0,0,0,0,0,0,0,0
EMP_0518,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,16.5,15.75,15,15,17.25,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,148.5,141.75,135,135,155.25,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0224,Completed,16.5,15.75,15,15,17.25,0,0,0,0,0,0,0,0,0,0,0
EMP_0350,,,,,,,,,,,,,,,,,,
Contracted Hours,,,127.5,82.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,141,82.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Remaining,,,-13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0436,Completed,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0650,Completed,132,82.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
EMP_0225,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,30,0,0,0,0,0,0,0,0,0
Allocated Hours,,,165,157.5,150,22.5,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,0,0,0,127.5,172.5,150,30,0,0,0,0,0,0,0,0,0
Technical,TASK_T0934,Completed,165,157.5,150,22.5,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0600,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,127.5,0,0,0,0,0,0,0,0,0,0,0
Allocated Hours,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,165,157.5,150,150,127.5,0,0,0,0,0,0,0,0,0,0,0
EMP_0532,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,176.55,168.52,115.5,108,94.88,45,45,49.5,47.25,51.75,49.5,47.25,49.5,30,31.5,30
Remaining,,,-11.55,-11.02,34.5,42,77.63,105,105,115.5,110.25,120.75,115.5,110.25,115.5,120,126,120
Technical,TASK_T0410,Completed,41.25,39.38,37.5,37.5,43.13,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0302,Completed,33,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0780,Completed,18.15,17.32,16.5,9,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0987,Completed,16.5,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0018,Completed,18.15,17.32,16.5,16.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0409,Completed,33,31.5,30,30,34.5,30,30,33,31.5,34.5,33,31.5,33,30,31.5,30
Technical,TASK_T0989,Completed,16.5,15.75,15,15,17.25,15,15,16.5,15.75,17.25,16.5,15.75,16.5,0,0,0
EMP_0191,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,135,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,195.48,159.94,328.88,427.5,405.38,337.5,337.5,371.25,354.38,388.13,371.25,354.38,371.25,324,283.5,270
Remaining,,,-30.48,-24.94,-178.88,-277.5,-232.88,-187.5,-187.5,-206.25,-196.88,-215.63,-206.25,-196.88,-206.25,-174,-126,-120
Technical,TASK_T0121,Completed,178.98,146.44,150,105,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0437,Completed,0,0,0,120,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0373,Completed,0,0,43.88,67.5,77.63,67.5,67.5,74.25,70.88,77.63,74.25,70.88,74.25,54,0,0
Technical,TASK_T0113,Completed,16.5,13.5,15,15,17.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0378,Completed,0,0,120,120,138,120,120,132,126,138,132,126,132,120,126,120
EMP_0530,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,100,125.25,130,126,70,10,0,0,0,0,0,0,0,0,0,0
Remaining,,,65,32.25,20,24,102.5,140,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0900,Completed,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0877,Completed,10,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0212,Completed,15,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0305,Completed,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0423,Completed,5,20,20,10,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0131,Completed,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0009,Completed,15,20,5,1,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0216,Completed,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0698,Completed,5,15,20,20,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0759,Completed,20,20,20,5,20,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0167,Completed,0,5.25,10,10,10,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0694,Completed,15,20,20,5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0760,Completed,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0
EMP_0223,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,211.2,162.75,132.38,141.68,162.45,113.92,100.28,90.75,78.75,86.25,82.5,78.75,82.5,75,39.38,37.5
Remaining,,,-46.2,-5.25,17.63,8.32,10.05,36.08,49.72,74.25,78.75,86.25,82.5,78.75,82.5,75,118.13,112.5
Technical,,Completed,0,0,0,3.67,12.07,10.5,5.78,0,0,0,0,0,0,0,0,0
Technical,TASK_T0256,Completed,0,3.15,4.5,4.5,1.57,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0699,Completed,4.95,4.72,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0873,Completed,16.5,15.75,4.5,4.5,5.17,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0233,Completed,9.9,9.45,4.5,4.5,5.17,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0687,Completed,33,31.5,30,30,34.5,30,30,33,23.63,25.88,24.75,23.63,24.75,22.5,39.38,37.5
Technical,TASK_T0033,Completed,82.5,23.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0700,Completed,0,9.45,15,15,17.25,15,15,16.5,15.75,17.25,16.5,15.75,16.5,15,0,0
Technical,TASK_T0257,Completed,4.95,4.72,4.5,4.5,5.17,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0027,Completed,49.5,47.25,37.5,37.5,43.13,37.5,37.5,41.25,39.38,43.13,41.25,39.38,41.25,37.5,0,0
Technical,,Completed,0,3.67,10.5,10.5,7.35,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0021,Completed,0,0,10.8,12,13.8,12,12,0,0,0,0,0,0,0,0,0
Technical,TASK_T0243,Completed,0,0,1.57,10.5,12.07,8.93,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0777,Completed,9.9,9.45,4.5,4.5,5.17,0,0,0,0,0,0,0,0,0,0,0
EMP_0138,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,126.89,230.66,282,274.78,284.72,247.58,174.89,192.38,183.64,201.13,192.38,151.2,158.4,144,151.2,144
Remaining,,,38.11,-73.16,-132,-124.78,-112.22,-97.58,-24.89,-27.38,-26.14,-28.63,-27.38,6.3,6.6,6,6.3,6
Technical,TASK_T0847,Completed,26.4,25.2,24,24,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0871,Completed,0,0,7.8,14.19,16.32,14.19,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0921,Completed,17.6,18,16.8,3.2,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0151,Completed,0,93.6,144,144,165.6,144,144,158.4,151.2,165.6,158.4,151.2,158.4,144,151.2,144
Technical,TASK_T0746,Completed,33,31.5,30,30,34.5,30,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0234,Completed,31.35,29.93,28.5,28.5,32.78,28.5,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0927,Completed,18.54,32.44,30.89,30.89,35.53,30.89,30.89,33.98,32.44,35.53,33.98,0,0,0,0,0
EMP_0666,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
EMP_0076,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,144,54,51.75,45,59.25,66,63,60,49.5,45.75,16.5,15,15.75,15
Remaining,,,0,0,6,96,120.75,105,90.75,99,94.5,112.5,115.5,111.75,148.5,135,141.75,135
Technical,TASK_T0847,Completed,16.5,15.75,15,15,17.25,15,15,16.5,15.75,8.25,0,0,0,0,0,0
Technical,TASK_T0516,Completed,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0114,Completed,16.5,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0113,Completed,99,94.5,90,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0890,Completed,33,31.5,30,30,34.5,30,30,33,31.5,34.5,33,30,0,0,0,0
Technical,TASK_T0914,Partial,0,0,0,0,0,0,14.25,16.5,15.75,17.25,16.5,15.75,16.5,15,15.75,15
EMP_0157,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,87.1,73.13,106.4,119.9,70.46,6,0,0,0,0,0,0,0,0,0,0
Remaining,,,77.9,84.38,43.6,30.1,102.04,144,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0551,Completed,0,0,0,16.88,13.13,2.25,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0522,Completed,21.38,10.13,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0507,Completed,0,0,0,10.13,16.88,3.75,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0967,Completed,15.75,23.63,30,22.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0380,Completed,0,0,13.5,2.25,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0349,Completed,0,0,0,42.75,11.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0303,Completed,45.45,23.63,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0715,Completed,0,0,25.4,25.4,29.21,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0857,Completed,4.52,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0370,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,204,167.25,165,165,189.75,135,135,148.5,141.75,155.25,148.5,141.75,148.5,135,0,0
Remaining,,,-39,-9.75,-15,-15,-17.25,15,15,16.5,15.75,17.25,16.5,15.75,16.5,15,157.5,150
Technical,TASK_T0955,Completed,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0506,Completed,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0298,Completed,0,9.75,15,15,17.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0299,Completed,132,141.75,135,135,155.25,135,135,148.5,141.75,155.25,148.5,141.75,148.5,135,0,0
Technical,TASK_T0736,Completed,16.5,15.75,15,15,17.25,0,0,0,0,0,0,0,0,0,0,0
EMP_0016,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,158.25,173.63,165,261.38,289.88,292.5,279.75,43.5,0,0,0,157.5,165,150,157.5,150
Remaining,,,6.75,-16.13,-15,-111.38,-117.38,-142.5,-129.75,121.5,157.5,172.5,165,0,0,0,0,0
Technical,TASK_T0863,Completed,18,16.5,0,37.5,43.13,37.5,37.5,0,0,0,0,0,0,0,0,0
Technical,TASK_T0572,Completed,24.75,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0401,Completed,0,0,0,67.5,77.63,67.5,67.5,27,0,0,0,0,0,0,0,0
Technical,TASK_T0523,Completed,24.75,12.38,0,21.38,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0724,Completed,0,0,0,0,5.25,7.5,6,0,0,0,0,0,0,0,0,0
Technical,TASK_T0059,Completed,41.25,18.75,0,37.5,43.13,75,75,0,0,0,0,0,0,0,0,0
Technical,TASK_T0242,Completed,0,0,0,37.5,43.13,37.5,26.25,0,0,0,0,0,0,0,0,0
Technical,TASK_T0862,Completed,33,16.5,0,30,43.13,37.5,37.5,0,0,0,0,0,0,0,0,0
Technical,TASK_T0024,Completed,16.5,15.75,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0740,Completed,0,82.5,150,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0526,Partial,0,0,0,30,34.5,30,30,16.5,0,0,0,0,0,0,0,0
Technical,TASK_T0397,Partial,0,0,0,0,0,0,0,0,0,0,0,157.5,165,150,157.5,150
EMP_0444,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,181.5,173.25,183.75,143.1,165.6,234,150,165,157.5,0,0,0,0,0,0,0
Remaining,,,-16.5,-15.75,-33.75,6.9,6.9,-84,0,0,0,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0484,Completed,82.5,78.75,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0446,Completed,66,63,30,60,69,150,150,165,157.5,0,0,0,0,0,0,0
Technical,TASK_T0312,Completed,33,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0474,Completed,0,0,41.25,75,86.25,75,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0459,Completed,0,0,0,8.1,10.35,9,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0740,Completed,0,0,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0646,,,,,,,,,,,,,,,,,,
Contracted Hours,,,90,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,76.31,82.28,156.68,172.98,150,150,165,157.5,172.5,165,157.5,165,150,157.5,159
Remaining,,,90,81.19,67.72,-6.68,-0.48,0,0,0,0,0,0,0,0,0,0,-9
Technical,TASK_T0560,Completed,0,10.16,9.68,9.68,0.48,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0151,Completed,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0155,Completed,0,28.35,36,0,0,0,0,0,0,0,0,0,0,0,0,9
Technical,TASK_T0160,Completed,0,0,0,57,69,60,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0153,Completed,0,37.8,21.6,90,103.5,90,150,165,157.5,172.5,165,157.5,165,150,157.5,150
EMP_0470,,,,,,,,,,,,,,,,,,
Contracted Hours,,,0,135,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,0,90,99,113.85,99,99,118.8,113.4,124.2,128.7,122.85,128.7,117,122.85,108
Remaining,,,0,135,60,51,58.65,51,51,46.2,44.1,48.3,36.3,34.65,36.3,33,34.65,42
Technical,TASK_T0157,Completed,0,0,90,99,113.85,99,99,118.8,113.4,124.2,128.7,122.85,128.7,117,122.85,108
EMP_0216,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,105,60,69,60,81,89.1,85.05,93.15,89.1,75.6,79.2,72,75.6,72
Remaining,,,0,0,45,90,103.5,90,69,75.9,72.45,79.35,75.9,81.9,85.8,78,81.9,78
Technical,TASK_T0157,Completed,0,0,0,0,0,0,81,89.1,85.05,93.15,89.1,75.6,79.2,72,75.6,72
Technical,TASK_T0690,Completed,99,94.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0546,Completed,66,63,60,60,69,60,0,0,0,0,0,0,0,0,0,0
EMP_0362,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,148.5,0,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
Remaining,,,16.5,157.5,0,0,0,0,0,0,0,0,0,0,0,0,157.5,150
Technical,TASK_T0046,Completed,0,0,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
Technical,TASK_T0969,Completed,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0739,Completed,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0042,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
Remaining,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.5,150
Technical,TASK_T0299,Completed,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
EMP_0380,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,8.25,7.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,156.75,149.63,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0525,Completed,8.25,7.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0234,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,262.5,220.5,210,210,241.5,60,60,66,63,69,66,63,66,60,0,0
Remaining,,,-97.5,-63,-60,-60,-69,90,90,99,94.5,103.5,99,94.5,99,90,157.5,150
Technical,TASK_T0506,Completed,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0299,Completed,66,63,60,60,69,60,60,66,63,69,66,63,66,60,0,0
Technical,TASK_T0197,Completed,165,157.5,150,150,172.5,0,0,0,0,0,0,0,0,0,0,0
EMP_0480,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,216,220.5,37.5,157.5,181.13,142.5,187.5,206.25,196.88,0,0,0,0,0,0,0
Remaining,,,-51,-63,112.5,-7.5,-8.63,7.5,-37.5,-41.25,-39.38,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0443,Completed,33,31.5,37.5,37.5,43.13,37.5,37.5,41.25,39.38,0,0,0,0,0,0,0
Technical,TASK_T0444,Completed,18,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0849,Completed,165,157.5,0,105,120.75,105,150,165,157.5,0,0,0,0,0,0,0
Technical,TASK_T0445,Completed,0,0,0,15,17.25,0,0,0,0,0,0,0,0,0,0,0
EMP_0237,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,0,0,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0525,Completed,132,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0197,Completed,33,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0644,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,67.88,155.25,195,180,207,142.5,0,0,0,0,0,0,0,0,0,0
Remaining,,,97.13,2.25,-45,-30,-34.5,7.5,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0079,Completed,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0083,Completed,33,31.5,30,30,34.5,22.5,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0180,Completed,0,78,120,120,138,120,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0124,Completed,0,14.25,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0080,Completed,33,31.5,30,30,34.5,0,0,0,0,0,0,0,0,0,0,0
EMP_0457,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,212.55,191.25,171,142.5,163.88,142.5,135,148.5,141.75,155.25,115.5,105,0,0,0,0
Remaining,,,-47.55,-33.75,-21,7.5,8.63,7.5,15,16.5,15.75,17.25,49.5,52.5,165,150,157.5,150
Technical,TASK_T0210,Completed,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0863,Completed,16.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0947,Completed,0,0,7.5,7.5,8.63,7.5,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0144,Completed,33,31.5,30,30,34.5,30,30,33,31.5,34.5,0,0,0,0,0,0
Technical,TASK_T0415,Completed,33,31.5,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0862,Completed,11.55,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0890,Completed,115.5,110.25,105,105,120.75,105,105,115.5,110.25,120.75,115.5,105,0,0,0,0
EMP_0175,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,141,68.92,94.88,195.38,211.5,82.5,0,0,0,0,0,0,0,0,0,0
Remaining,,,24,88.58,55.13,-45.38,-39,67.5,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0852,Completed,0,0,0,12.38,15.38,3.75,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0037,Completed,24.75,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0293,Completed,0,0,90,150,172.5,75,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0234,Completed,0,0,2.25,21.75,7.5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0233,Completed,24.75,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0736,Completed,41.25,39.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0855,Completed,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0760,Completed,24.75,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
