DIM,Task,APPROVAL,21-Nov,21-Dec,22-Jan,22-Feb,22-Mar,22-Apr,22-May,22-Jun,22-Jul,22-Aug,22-Sep,22-Oct,22-Nov,22-Dec,23-Jan,23-Feb
Remaining,,,-51,-63,112.5,-7.5,-8.63,7.5,-37.5,-41.25,-39.38,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0444,Completed,18,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0443,Completed,33,31.5,37.5,37.5,43.13,37.5,37.5,41.25,39.38,0,0,0,0,0,0,0
Technical,TASK_T0849,Completed,165,157.5,0,105,120.75,105,150,165,157.5,0,0,0,0,0,0,0
Technical,TASK_T0445,Completed,0,0,0,15,17.25,0,0,0,0,0,0,0,0,0,0,0
EMP_0685,,,,,,,,,,,,,,,,,,
Contracted Hours,,,0,0,0,120,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,0,0,0,120,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
EMP_0120,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,0,0,0,0,0,0
Remaining,,,0,0,0,0,0,0,0,0,0,0,165,157.5,165,150,157.5,150
Technical,TASK_T0046,Completed,165,157.5,150,150,172.5,150,150,165,157.5,172.5,0,0,0,0,0,0
EMP_0457,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,212.55,191.25,171,142.5,163.88,142.5,135,148.5,141.75,155.25,115.5,105,0,0,0,0
Remaining,,,-47.55,-33.75,-21,7.5,8.63,7.5,15,16.5,15.75,17.25,49.5,52.5,165,150,157.5,150
Technical,TASK_T0415,Completed,33,31.5,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0890,Completed,115.5,110.25,105,105,120.75,105,105,115.5,110.25,120.75,115.5,105,0,0,0,0
Technical,TASK_T0863,Completed,16.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0947,Completed,0,0,7.5,7.5,8.63,7.5,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0144,Completed,33,31.5,30,30,34.5,30,30,33,31.5,34.5,0,0,0,0,0,0
Technical,TASK_T0862,Completed,11.55,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0210,Completed,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0175,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,141,68.92,94.88,195.38,211.5,82.5,0,0,0,0,0,0,0,0,0,0
Remaining,,,24,88.58,55.13,-45.38,-39,67.5,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0037,Completed,24.75,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0874,Completed,14.63,13.88,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0530,Completed,0,0,0,11.25,16.13,3.75,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0293,Completed,0,0,90,150,172.5,75,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0234,Completed,0,0,2.25,21.75,7.5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0736,Completed,41.25,39.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0233,Completed,24.75,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0852,Completed,0,0,0,12.38,15.38,3.75,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0855,Completed,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0255,Completed,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0760,Completed,24.75,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0077,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,82.5,78.75,16.5,16.5,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,82.5,78.75,133.5,133.5,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0900,Completed,16.5,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0800,Completed,33,31.5,16.5,16.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0165,Completed,33,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0204,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,111.36,102.01,63.5,79.55,67.26,49.27,5.53,2.67,0,0,0,0,0,0,0,0
Remaining,,,53.64,55.49,86.5,70.45,105.24,100.73,144.47,162.33,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0742,Completed,7.46,6.12,3.81,3.81,4.38,3.81,3.81,2.67,0,0,0,0,0,0,0,0
Technical,TASK_T0222,Completed,103.9,95.89,57.97,41.28,23.25,11,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0223,Completed,0,0,1.72,34.46,39.63,34.46,1.72,0,0,0,0,0,0,0,0,0
EMP_0200,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,165,195,224.25,195,27,16.5,0,0,0,0,0,0,0,0
Remaining,,,0,0,-15,-45,-51.75,-45,123,148.5,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0953,Completed,33,31.5,30,30,34.5,30,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0800,Completed,0,0,15,15,17.25,15,15,16.5,0,0,0,0,0,0,0,0
Technical,TASK_T0172,Completed,0,0,0,30,34.5,30,12,0,0,0,0,0,0,0,0,0
Technical,TASK_T0144,Completed,132,126,120,120,138,120,0,0,0,0,0,0,0,0,0,0
EMP_0335,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,108.9,103.95,99,79.8,86.25,75,0,0,0,0,0,0,0,0,0,0
Remaining,,,56.1,53.55,51,70.2,86.25,75,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0846,Completed,26.4,25.2,24,4.8,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0889,Completed,82.5,78.75,75,75,86.25,75,0,0,0,0,0,0,0,0,0,0
EMP_0682,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,150,150,172.5,150,150,0,0,0,0,0,0,0,0,0
Remaining,,,0,0,0,0,0,0,0,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0803,Completed,165,157.5,150,150,172.5,150,150,0,0,0,0,0,0,0,0,0
EMP_0221,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,91.8,87.3,139.35,177.75,50.25,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,73.2,70.2,10.65,-27.75,122.25,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0195,Completed,21.45,20.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0931,Completed,6.6,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0449,Completed,0,12,15,15,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0522,Completed,21.38,10.13,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0855,Completed,2.63,0,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0016,Completed,0,0,27,30,1.5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0436,Completed,12.6,13.2,12.6,12,12,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0469,Completed,0,0,15,30,5.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0434,Completed,13.2,12.6,12,12,12,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0435,Completed,13.2,12.6,12,12,12,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0286,Completed,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0234,Completed,0,0,2.25,21.75,7.5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0285,Completed,0,0,35.63,37.5,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0142,,,,,,,,,,,,,,,,,,
Contracted Hours,,,176,168,160,160,184,160,160,176,168,184,176,168,176,160,168,160
Allocated Hours,,,28.05,26.78,8.93,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,147.95,141.22,151.07,160,184,160,160,176,168,184,176,168,176,160,168,160
Technical,TASK_T0411,Completed,28.05,26.78,8.93,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0625,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,150,150,172.5,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,0,0,0,0,0,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0466,Completed,165,157.5,150,150,172.5,0,0,0,0,0,0,0,0,0,0,0
EMP_0521,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,209.78,200.24,200.11,280.46,354.34,265.26,206.76,224.43,141.34,61.82,26.13,24.94,26.13,12.06,12.34,11.76
Remaining,,,-44.78,-42.74,-50.11,-130.46,-181.84,-115.26,-56.76,-59.43,16.16,110.68,138.87,132.56,138.87,137.94,145.16,138.24
Technical,TASK_T0499,Completed,0,0,9.4,11.76,13.52,11.76,11.76,12.93,12.34,13.52,12.93,12.34,12.93,11.76,12.34,11.76
Technical,TASK_T0195,Completed,82.5,78.75,75,75,86.25,75,75,79.5,3,0,0,0,0,0,0,0
Technical,TASK_T0194,Completed,5.91,5.64,5.37,5.37,6.17,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0516,Completed,0,0,0,78,120.75,105,78,85.8,81.9,0,0,0,0,0,0,0
Technical,TASK_T0234,Completed,34.65,33.08,31.5,31.5,36.23,31.5,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0185,Completed,41.25,39.38,37.5,37.5,43.13,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0144,Completed,33,31.5,30,30,34.5,30,30,33,31.5,34.5,0,0,0,0,0,0
Technical,TASK_T0989,Completed,6.6,6.3,6,6,6.9,6,6,6.6,6.3,6.9,6.6,6.3,6.6,0,0,0
Technical,TASK_T0170,Completed,5.87,5.6,5.34,5.34,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0010,Completed,0,0,0,0,6.9,6,6,6.6,6.3,6.9,6.6,6.3,6.6,0.3,0,0
EMP_0053,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,163.35,155.93,148.5,148.5,170.78,148.5,148.5,0,0,0,0,0,0,0,0,0
Remaining,,,1.65,1.57,1.5,1.5,1.72,1.5,1.5,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0803,Completed,163.35,155.93,148.5,148.5,170.78,148.5,148.5,0,0,0,0,0,0,0,0,0
EMP_0238,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,75,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,75,75,52.5,86.25,75,75,82.5,78.75,86.25,0,0,0,0,0,0
Remaining,,,0,0,75,97.5,86.25,75,75,82.5,78.75,86.25,165,157.5,165,150,157.5,150
Technical,TASK_T0896,Completed,0,0,0,37.5,86.25,75,75,82.5,78.75,86.25,0,0,0,0,0,0
Technical,TASK_T0888,Completed,165,75,75,15,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0591,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,147,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,142.5,46.5,51,150,186,150,0,0,0,0,0,0,0,0,0,0
Remaining,,,22.5,100.5,99,0,-13.5,0,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0018,Completed,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0263,Completed,0,0,0,6,8.63,7.5,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0196,Completed,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0740,Completed,142.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0318,Completed,0,0,0,114,163.88,142.5,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0255,Completed,0,27,30,30,13.5,0,0,0,0,0,0,0,0,0,0,0
EMP_0019,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,189.75,157.5,151.36,271.59,312.33,9.09,0,0,0,0,0,0,0,0,0,0
Remaining,,,-24.75,0,-1.36,-121.59,-139.83,140.91,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0400,Completed,123.75,118.13,112.5,112.5,129.38,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0740,Completed,0,0,0,150,172.5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0289,Completed,66,39.38,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0477,Completed,0,0,1.36,9.09,10.45,9.09,0,0,0,0,0,0,0,0,0,0
EMP_0044,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,118.8,142.65,153,144,31.05,27,18,19.8,18.9,20.7,19.8,18.9,19.8,18,18.9,18
Remaining,,,46.2,14.85,-3,6,141.45,123,132,145.2,138.6,151.8,145.2,138.6,145.2,132,138.6,132
Technical,TASK_T0847,Completed,33,31.5,30,30,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0151,Completed,0,29.25,45,36,31.05,27,18,19.8,18.9,20.7,19.8,18.9,19.8,18,18.9,18
Technical,TASK_T0849,Completed,85.8,81.9,78,78,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0658,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,135,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,45,78.75,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,0,0,0
Remaining,,,120,56.25,0,0,0,0,0,0,0,0,0,0,0,150,157.5,150
Technical,TASK_T0892,Completed,45,78.75,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,0,0,0
EMP_0736,,,,,,,,,,,,,,,,,,
Contracted Hours,,,176,168,160,160,184,160,160,176,168,184,176,168,176,160,168,160
Allocated Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Remaining,,,11,10.5,10,10,11.5,10,10,11,10.5,11.5,11,10.5,11,10,10.5,10
Technical,,Completed,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
EMP_0668,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,0,0,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0892,Completed,165,157.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0673,,,,,,,,,,,,,,,,,,
Contracted Hours,,,176,168,160,160,184,160,160,176,168,184,176,168,176,160,168,160
Allocated Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Remaining,,,11,10.5,10,10,11.5,10,10,11,10.5,11.5,11,10.5,11,10,10.5,10
Technical,,Completed,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
EMP_0499,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,150,221.25,258.75,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,0,0,0,-71.25,-86.25,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0801,Completed,165,157.5,150,150,172.5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0808,Completed,0,0,0,71.25,86.25,0,0,0,0,0,0,0,0,0,0,0
EMP_0236,,,,,,,,,,,,,,,,,,
Contracted Hours,,,176,168,160,160,184,160,160,176,168,184,176,168,176,160,168,160
Allocated Hours,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,176,168,160,160,184,160,160,176,168,184,176,168,176,160,168,160
EMP_0427,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165.26,157.75,138.05,135,155.25,135,135,148.5,141.75,155.25,0,0,0,0,0,0
Remaining,,,-0.26,-0.25,11.95,15,17.25,15,15,16.5,15.75,17.25,165,157.5,165,150,157.5,150
Technical,TASK_T0036,Completed,16.76,16,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0046,Completed,148.5,141.75,135,135,155.25,135,135,148.5,141.75,155.25,0,0,0,0,0,0
EMP_0148,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,97.5,150,97.5,172.5,120,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,183.94,108.69,90,15,17.25,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,-18.94,-11.19,60,82.5,155.25,120,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0890,Completed,33,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0438,Completed,134.44,79.44,75,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0736,Completed,16.5,9.75,15,15,17.25,0,0,0,0,0,0,0,0,0,0,0
EMP_0549,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,150,150,172.5,150,0,0,0,0,0,0,0,0,0,0
Remaining,,,0,0,0,0,0,0,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0893,Completed,165,157.5,150,150,172.5,150,0,0,0,0,0,0,0,0,0,0
EMP_0321,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,127.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,150,150,172.5,150,150,123.75,78.75,0,0,0,0,0,0,0
Remaining,,,0,-30,0,0,0,0,0,41.25,78.75,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0114,Completed,165,157.5,150,150,172.5,150,150,123.75,78.75,0,0,0,0,0,0,0
EMP_0115,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,71.66,68.4,65.14,65.14,74.91,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,93.34,89.1,84.86,84.86,97.59,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0801,Completed,71.66,68.4,65.14,65.14,74.91,0,0,0,0,0,0,0,0,0,0,0
EMP_0404,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,225.05,308.42,378.59,378.59,466.43,348.59,321.59,353.75,337.67,197.33,161.7,154.35,161.7,147,154.35,147
Remaining,,,-60.05,-150.92,-228.59,-228.59,-293.93,-198.59,-171.59,-188.75,-180.17,-24.83,3.3,3.15,3.3,3,3.15,3
Technical,TASK_T0048,Completed,0,0,30,30,34.5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0516,Completed,0,0,0,0,31.05,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0876,Completed,3.3,3.15,3,3,3.45,3,3,3.3,3.15,3.45,3.3,3.15,3.3,3,3.15,3
Technical,TASK_T0234,Completed,29.7,28.35,27,27,31.05,27,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0151,Completed,0,93.6,144,144,165.6,144,144,158.4,151.2,165.6,158.4,151.2,158.4,144,151.2,144
Technical,TASK_T0849,Completed,165,157.5,150,150,172.5,150,150,165,157.5,0,0,0,0,0,0,0
Technical,TASK_T0046,Completed,27.05,25.82,24.59,24.59,28.28,24.59,24.59,27.05,25.82,28.28,0,0,0,0,0,0
EMP_0302,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,170.73,5.46,155.2,158.5,216.44,188.2,171.7,152.58,139.34,150.01,0,0,0,0,0,0
Remaining,,,-5.73,152.04,-5.2,-8.5,-43.94,-38.2,-21.7,12.42,18.16,22.49,165,157.5,165,150,157.5,150
Technical,TASK_T0115,Completed,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0516,Completed,0,0,0,0,0,22.5,22.5,0,0,0,0,0,0,0,0,0
Technical,TASK_T0242,Completed,0,0,0,3.3,18.98,16.5,16.5,6.6,0,0,0,0,0,0,0,0
Technical,TASK_T0459,Completed,0,0,0,0,18.98,16.5,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0046,Completed,0,0,150,150,172.5,127.5,127.5,140.25,133.88,146.63,0,0,0,0,0,0
Planning,TASK_T0994,,5.73,5.46,5.2,5.2,5.99,5.2,5.2,5.73,5.46,3.38,0,0,0,0,0,0
EMP_0578,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,39.8,21.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,125.2,135.55,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0429,Completed,6.77,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0247,Completed,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0395,Completed,24.03,18.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0286,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,28.63,46.73,99.41,96.08,71.55,10.8,0,0,0,0,0,0,0,0,0,0
Remaining,,,136.37,110.77,50.59,53.92,100.95,139.2,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0043,Completed,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0049,Completed,12.95,16,15.24,3.81,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0042,Completed,12.4,11.83,11.27,11.27,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0044,Completed,0,0,22.95,27,31.05,5.4,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0040,Completed,0,18.9,27,27,9.45,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0045,Completed,0,0,22.95,27,31.05,5.4,0,0,0,0,0,0,0,0,0,0
EMP_0471,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,171,173.25,150,150,258.75,225,180,165,157.5,0,0,0,0,0,0,0
Remaining,,,-6,-15.75,0,0,-86.25,-75,-30,0,0,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0059,Completed,6,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0172,Completed,0,0,0,0,86.25,75,30,0,0,0,0,0,0,0,0,0
Technical,TASK_T0740,Completed,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0144,Completed,165,157.5,150,0,172.5,150,150,165,157.5,0,0,0,0,0,0,0
EMP_0262,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,167.25,181.13,171.38,172.5,258.75,225,225,247.5,236.25,258.75,165,157.5,165,75,78.75,48.75
Remaining,,,-2.25,-23.63,-21.38,-22.5,-86.25,-75,-75,-82.5,-78.75,-86.25,0,0,0,75,78.75,101.25
Technical,TASK_T0981,Completed,2.25,23.63,21.38,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0499,Completed,0,0,0,22.5,86.25,75,75,82.5,78.75,86.25,82.5,78.75,82.5,75,78.75,48.75
Technical,TASK_T0502,Completed,165,157.5,150,150,172.5,150,150,165,157.5,172.5,82.5,78.75,82.5,0,0,0
EMP_0476,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,60,0,0,0,0,0,0,0,0
Allocated Hours,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,165,157.5,150,150,172.5,150,150,60,0,0,0,0,0,0,0,0
EMP_0315,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,164.73,157.25,149.76,149.76,172.22,149.76,149.76,164.73,157.5,172.5,0,0,0,0,0,0
Remaining,,,0.27,0.25,0.24,0.24,0.28,0.24,0.24,0.27,0,0,165,157.5,165,150,157.5,150
Technical,TASK_T0050,Completed,3.03,2.9,2.76,2.76,3.17,2.76,2.76,3.03,0,0,0,0,0,0,0,0
Technical,TASK_T0046,Completed,161.7,154.35,147,147,169.05,147,147,161.7,157.5,172.5,0,0,0,0,0,0
EMP_0117,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,137.46,65.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,27.54,92.45,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0715,Completed,43.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0702,Completed,16.25,5.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0705,Completed,2.97,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
