Employee,LEVEL-01,LEVEL-02,LEVEL-03
EMP_3667,DEPT_01,Grade_1.3,LVL_02
EMP_3668,DEPT_03,Grade_1.2,LVL_01
EMP_3669,DEPT_01,Grade_1.3,LVL_04
EMP_3670,DEPT_03,Grade_1.4,LVL_04
EMP_3671,DEPT_02,Grade_1.3,LVL_02
EMP_3672,DEPT_01,Grade_1.3,LVL_04
EMP_3673,DEPT_03,Grade_1.4,LVL_04
EMP_3674,DEPT_01,Grade_1.4,LVL_01
EMP_3675,DEPT_02,Grade_1.3,LVL_04
EMP_3676,DEPT_01,Grade_1.3,LVL_02
EMP_3677,DEPT_02,Grade_1.3,LVL_03
EMP_3678,DEPT_01,Grade_1.2,LVL_01
EMP_3679,DEPT_02,Grade_1.4,LVL_04
EMP_3680,DEPT_01,Grade_1.2,LVL_02
EMP_3681,DEPT_02,Grade_1.4,LVL_04
EMP_3682,DEPT_02,Grade_1.4,LVL_02
EMP_3683,DEPT_02,Grade_1.2,LVL_03
EMP_3684,DEPT_01,Grade_1.2,LVL_02
EMP_3685,DEPT_03,Grade_1.4,LVL_02
EMP_3686,DEPT_01,Grade_1.3,LVL_03
EMP_3687,DEPT_01,Grade_1.3,LVL_02
EMP_3688,DEPT_03,Grade_1.2,LVL_02
EMP_3689,DEPT_03,Grade_1.2,LVL_01
EMP_3690,DEPT_01,Grade_1.2,LVL_03
EMP_3691,DEPT_03,Grade_1.4,LVL_04
EMP_3692,DEPT_03,Grade_1.3,LVL_03
EMP_3693,DEPT_01,Grade_1.2,LVL_01
EMP_3694,DEPT_02,Grade_1.3,LVL_04
EMP_3695,DEPT_03,Grade_1.4,LVL_03
EMP_3696,DEPT_02,Grade_1.4,LVL_01
EMP_3697,DEPT_01,Grade_1.2,LVL_03
EMP_3698,DEPT_01,Grade_1.3,LVL_01
EMP_3699,DEPT_03,Grade_1.2,LVL_03
EMP_3700,DEPT_03,Grade_1.4,LVL_02
EMP_3701,DEPT_01,Grade_1.2,LVL_03
EMP_3702,DEPT_01,Grade_1.2,LVL_04
EMP_3703,DEPT_03,Grade_1.2,LVL_04
EMP_3704,DEPT_02,Grade_1.2,LVL_04
EMP_3705,DEPT_01,Grade_1.2,LVL_02
EMP_3706,DEPT_03,Grade_1.4,LVL_02
EMP_3707,DEPT_03,Grade_1.2,LVL_02
EMP_3708,DEPT_02,Grade_1.3,LVL_04
EMP_3709,DEPT_03,Grade_1.3,LVL_03
EMP_3710,DEPT_02,Grade_1.4,LVL_02
EMP_3711,DEPT_02,Grade_1.2,LVL_02
EMP_3712,DEPT_03,Grade_1.3,LVL_01
EMP_3713,DEPT_02,Grade_1.2,LVL_04
EMP_3714,DEPT_01,Grade_1.4,LVL_01
EMP_3715,DEPT_02,Grade_1.2,LVL_01
EMP_3716,DEPT_02,Grade_1.3,LVL_02
EMP_3717,DEPT_03,Grade_1.2,LVL_04
EMP_3718,DEPT_03,Grade_1.2,LVL_03
EMP_3719,DEPT_01,Grade_1.4,LVL_02
EMP_3720,DEPT_01,Grade_1.4,LVL_04
EMP_3721,DEPT_01,Grade_1.2,LVL_01
EMP_3722,DEPT_03,Grade_1.2,LVL_04
EMP_3723,DEPT_02,Grade_1.3,LVL_04
EMP_3724,DEPT_03,Grade_1.2,LVL_04
EMP_3725,DEPT_03,Grade_1.4,LVL_04
EMP_3726,DEPT_01,Grade_1.2,LVL_02
EMP_3727,DEPT_02,Grade_1.2,LVL_01
EMP_3728,DEPT_01,Grade_1.2,LVL_04
EMP_3729,DEPT_02,Grade_1.4,LVL_02
EMP_3730,DEPT_02,Grade_1.2,LVL_02
EMP_3731,DEPT_02,Grade_1.4,LVL_03
EMP_3732,DEPT_01,Grade_1.2,LVL_03
EMP_3733,DEPT_01,Grade_1.4,LVL_03
EMP_3734,DEPT_01,Grade_1.4,LVL_03
EMP_3735,DEPT_01,Grade_1.3,LVL_03
EMP_3736,DEPT_01,Grade_1.2,LVL_01
EMP_3737,DEPT_01,Grade_1.4,LVL_03
EMP_3738,DEPT_01,Grade_1.2,LVL_03
EMP_3739,DEPT_03,Grade_1.3,LVL_01
EMP_3740,DEPT_01,Grade_1.3,LVL_02
EMP_3741,DEPT_03,Grade_1.4,LVL_03
EMP_3742,DEPT_02,Grade_1.4,LVL_01
EMP_3743,DEPT_02,Grade_1.2,LVL_02
EMP_3744,DEPT_01,Grade_1.4,LVL_04
EMP_3745,DEPT_01,Grade_1.3,LVL_01
EMP_3746,DEPT_01,Grade_1.2,LVL_03
EMP_3747,DEPT_02,Grade_1.4,LVL_02
EMP_3748,DEPT_01,Grade_1.3,LVL_03
EMP_3749,DEPT_01,Grade_1.3,LVL_02
EMP_3750,DEPT_03,Grade_1.4,LVL_04
EMP_3751,DEPT_02,Grade_1.2,LVL_03
EMP_3752,DEPT_02,Grade_1.3,LVL_03
EMP_3753,DEPT_01,Grade_1.3,LVL_04
EMP_3754,DEPT_02,Grade_1.3,LVL_02
EMP_3755,DEPT_01,Grade_1.3,LVL_03
EMP_3756,DEPT_01,Grade_1.3,LVL_02
EMP_3757,DEPT_02,Grade_1.4,LVL_03
EMP_3758,DEPT_01,Grade_1.2,LVL_04
EMP_3759,DEPT_01,Grade_1.3,LVL_04
EMP_3760,DEPT_01,Grade_1.2,LVL_02
EMP_3761,DEPT_02,Grade_1.4,LVL_02
EMP_3762,DEPT_02,Grade_1.4,LVL_03
EMP_3763,DEPT_02,Grade_1.3,LVL_03
EMP_3764,DEPT_01,Grade_1.2,LVL_01
EMP_3765,DEPT_02,Grade_1.3,LVL_04
EMP_3766,DEPT_01,Grade_1.2,LVL_01
EMP_3767,DEPT_02,Grade_1.4,LVL_03
EMP_3768,DEPT_01,Grade_1.4,LVL_01
EMP_3769,DEPT_02,Grade_1.4,LVL_01
EMP_3770,DEPT_02,Grade_1.2,LVL_03
EMP_3771,DEPT_03,Grade_1.4,LVL_04
EMP_3772,DEPT_02,Grade_1.3,LVL_02
EMP_3773,DEPT_01,Grade_1.2,LVL_04
EMP_3774,DEPT_03,Grade_1.2,LVL_04
EMP_3775,DEPT_02,Grade_1.3,LVL_02
EMP_3776,DEPT_03,Grade_1.3,LVL_02
EMP_3777,DEPT_02,Grade_1.2,LVL_02
EMP_3778,DEPT_02,Grade_1.3,LVL_01
EMP_3779,DEPT_01,Grade_1.3,LVL_04
EMP_3780,DEPT_01,Grade_1.2,LVL_03
EMP_3781,DEPT_01,Grade_1.2,LVL_02
EMP_3782,DEPT_02,Grade_1.2,LVL_01
EMP_3783,DEPT_03,Grade_1.3,LVL_01
EMP_3784,DEPT_03,Grade_1.2,LVL_02
EMP_3785,DEPT_02,Grade_1.4,LVL_02
EMP_3786,DEPT_02,Grade_1.2,LVL_04
EMP_3787,DEPT_03,Grade_1.4,LVL_04
EMP_3788,DEPT_03,Grade_1.2,LVL_03
EMP_3789,DEPT_02,Grade_1.3,LVL_03
EMP_3790,DEPT_03,Grade_1.2,LVL_03
EMP_3791,DEPT_03,Grade_1.3,LVL_02
EMP_3792,DEPT_01,Grade_1.4,LVL_02
EMP_3793,DEPT_03,Grade_1.2,LVL_03
EMP_3794,DEPT_03,Grade_1.2,LVL_03
EMP_3795,DEPT_03,Grade_1.3,LVL_03
EMP_3796,DEPT_02,Grade_1.4,LVL_01
EMP_3797,DEPT_02,Grade_1.4,LVL_02
EMP_3798,DEPT_02,Grade_1.2,LVL_03
EMP_3799,DEPT_01,Grade_1.2,LVL_02
EMP_3800,DEPT_03,Grade_1.3,LVL_03
EMP_3801,DEPT_01,Grade_1.2,LVL_04
EMP_3802,DEPT_03,Grade_1.3,LVL_01
EMP_3803,DEPT_02,Grade_1.3,LVL_04
EMP_3804,DEPT_02,Grade_1.4,LVL_01
EMP_3805,DEPT_03,Grade_1.2,LVL_02
EMP_3806,DEPT_01,Grade_1.4,LVL_04
EMP_3807,DEPT_03,Grade_1.3,LVL_04
EMP_3808,DEPT_02,Grade_1.3,LVL_03
EMP_3809,DEPT_01,Grade_1.2,LVL_02
EMP_3810,DEPT_03,Grade_1.4,LVL_02
EMP_3811,DEPT_03,Grade_1.3,LVL_04
EMP_3812,DEPT_02,Grade_1.2,LVL_02
EMP_3813,DEPT_02,Grade_1.2,LVL_03
EMP_3814,DEPT_02,Grade_1.3,LVL_02
EMP_3815,DEPT_01,Grade_1.3,LVL_02
EMP_3816,DEPT_03,Grade_1.3,LVL_02
EMP_3817,DEPT_02,Grade_1.4,LVL_04
EMP_3818,DEPT_01,Grade_1.4,LVL_01
EMP_3819,DEPT_01,Grade_1.2,LVL_01
EMP_3820,DEPT_01,Grade_1.3,LVL_02
EMP_3821,DEPT_02,Grade_1.3,LVL_02
EMP_3822,DEPT_01,Grade_1.2,LVL_03
EMP_3823,DEPT_02,Grade_1.2,LVL_01
EMP_3824,DEPT_01,Grade_1.2,LVL_01
EMP_3825,DEPT_03,Grade_1.3,LVL_02
EMP_3826,DEPT_01,Grade_1.3,LVL_03
EMP_3827,DEPT_01,Grade_1.4,LVL_02
EMP_3828,DEPT_03,Grade_1.2,LVL_02
EMP_3829,DEPT_01,Grade_1.4,LVL_03
EMP_3830,DEPT_01,Grade_1.3,LVL_01
EMP_3831,DEPT_01,Grade_1.4,LVL_01
EMP_3832,DEPT_01,Grade_1.2,LVL_01
EMP_3833,DEPT_02,Grade_1.4,LVL_03
EMP_3834,DEPT_02,Grade_1.3,LVL_04
EMP_3835,DEPT_02,Grade_1.2,LVL_01
EMP_3836,DEPT_03,Grade_1.4,LVL_01
EMP_3837,DEPT_02,Grade_1.3,LVL_02
EMP_3838,DEPT_01,Grade_1.4,LVL_03
EMP_3839,DEPT_02,Grade_1.3,LVL_03
EMP_3840,DEPT_01,Grade_1.2,LVL_04
EMP_3841,DEPT_02,Grade_1.2,LVL_04
EMP_3842,DEPT_03,Grade_1.2,LVL_03
EMP_3843,DEPT_03,Grade_1.4,LVL_02
EMP_3844,DEPT_03,Grade_1.2,LVL_02
EMP_3845,DEPT_03,Grade_1.4,LVL_02
EMP_3846,DEPT_03,Grade_1.3,LVL_04
EMP_3847,DEPT_02,Grade_1.3,LVL_03
EMP_3848,DEPT_02,Grade_1.3,LVL_02
EMP_3849,DEPT_02,Grade_1.3,LVL_04
EMP_3850,DEPT_01,Grade_1.4,LVL_01
EMP_3851,DEPT_02,Grade_1.2,LVL_03
EMP_3852,DEPT_01,Grade_1.4,LVL_03
EMP_3853,DEPT_02,Grade_1.3,LVL_02
EMP_3854,DEPT_02,Grade_1.4,LVL_03
EMP_3855,DEPT_01,Grade_1.3,LVL_04
EMP_3856,DEPT_01,Grade_1.2,LVL_02
EMP_3857,DEPT_01,Grade_1.2,LVL_02
EMP_3858,DEPT_03,Grade_1.3,LVL_04
EMP_3859,DEPT_01,Grade_1.2,LVL_01
EMP_3860,DEPT_02,Grade_1.2,LVL_02
EMP_3861,DEPT_03,Grade_1.3,LVL_01
EMP_3862,DEPT_01,Grade_1.4,LVL_04
EMP_3863,DEPT_01,Grade_1.4,LVL_01
EMP_3864,DEPT_02,Grade_1.4,LVL_04
EMP_3865,DEPT_03,Grade_1.4,LVL_01
EMP_3866,DEPT_03,Grade_1.4,LVL_02
EMP_3867,DEPT_03,Grade_1.4,LVL_04
EMP_3868,DEPT_03,Grade_1.2,LVL_04
EMP_3869,DEPT_02,Grade_1.2,LVL_03
EMP_3870,DEPT_01,Grade_1.3,LVL_02
EMP_3871,DEPT_03,Grade_1.2,LVL_01
EMP_3872,DEPT_03,Grade_1.2,LVL_01
EMP_3873,DEPT_03,Grade_1.2,LVL_01
EMP_3874,DEPT_03,Grade_1.4,LVL_03
EMP_3875,DEPT_03,Grade_1.2,LVL_03
EMP_3876,DEPT_02,Grade_1.4,LVL_02
EMP_3877,DEPT_02,Grade_1.3,LVL_04
EMP_3878,DEPT_03,Grade_1.4,LVL_03
EMP_3879,DEPT_01,Grade_1.3,LVL_03
EMP_3880,DEPT_03,Grade_1.4,LVL_03
EMP_3881,DEPT_01,Grade_1.2,LVL_04
EMP_3882,DEPT_01,Grade_1.3,LVL_04
EMP_3883,DEPT_01,Grade_1.4,LVL_04
EMP_3884,DEPT_02,Grade_1.4,LVL_04
EMP_3885,DEPT_01,Grade_1.3,LVL_04
EMP_3886,DEPT_02,Grade_1.3,LVL_01
EMP_3887,DEPT_03,Grade_1.2,LVL_04
EMP_3888,DEPT_01,Grade_1.3,LVL_02
EMP_3889,DEPT_02,Grade_1.3,LVL_03
EMP_3890,DEPT_03,Grade_1.4,LVL_04
EMP_3891,DEPT_03,Grade_1.2,LVL_01
EMP_3892,DEPT_03,Grade_1.3,LVL_04
EMP_3893,DEPT_03,Grade_1.4,LVL_02
EMP_3894,DEPT_01,Grade_1.4,LVL_03
EMP_3895,DEPT_02,Grade_1.3,LVL_02
EMP_3896,DEPT_02,Grade_1.3,LVL_04
EMP_3897,DEPT_03,Grade_1.3,LVL_04
EMP_3898,DEPT_01,Grade_1.2,LVL_01
EMP_3899,DEPT_02,Grade_1.3,LVL_04
EMP_3900,DEPT_02,Grade_1.3,LVL_01
EMP_3901,DEPT_01,Grade_1.3,LVL_04
EMP_3902,DEPT_02,Grade_1.3,LVL_02
EMP_3903,DEPT_02,Grade_1.3,LVL_02
EMP_3904,DEPT_03,Grade_1.4,LVL_03
EMP_3905,DEPT_01,Grade_1.2,LVL_01
EMP_3906,DEPT_01,Grade_1.3,LVL_03
EMP_3907,DEPT_03,Grade_1.3,LVL_02
EMP_3908,DEPT_03,Grade_1.2,LVL_02
EMP_3909,DEPT_02,Grade_1.2,LVL_01
EMP_3910,DEPT_02,Grade_1.3,LVL_04
EMP_3911,DEPT_01,Grade_1.2,LVL_03
EMP_3912,DEPT_01,Grade_1.2,LVL_02
EMP_3913,DEPT_03,Grade_1.4,LVL_04
EMP_3914,DEPT_03,Grade_1.2,LVL_02
EMP_3915,DEPT_02,Grade_1.3,LVL_04
EMP_3916,DEPT_02,Grade_1.4,LVL_03
EMP_3917,DEPT_02,Grade_1.2,LVL_04
EMP_3918,DEPT_02,Grade_1.3,LVL_03
EMP_3919,DEPT_02,Grade_1.4,LVL_02
EMP_3920,DEPT_02,Grade_1.2,LVL_01
EMP_3921,DEPT_02,Grade_1.4,LVL_01
EMP_3922,DEPT_02,Grade_1.4,LVL_01
EMP_3923,DEPT_02,Grade_1.2,LVL_02
EMP_3924,DEPT_01,Grade_1.2,LVL_03
EMP_3925,DEPT_01,Grade_1.2,LVL_03
EMP_3926,DEPT_03,Grade_1.4,LVL_01
EMP_3927,DEPT_03,Grade_1.2,LVL_02
EMP_3928,DEPT_02,Grade_1.3,LVL_03
EMP_3929,DEPT_01,Grade_1.2,LVL_04
EMP_3930,DEPT_03,Grade_1.4,LVL_03
EMP_3931,DEPT_01,Grade_1.4,LVL_01
EMP_3932,DEPT_01,Grade_1.2,LVL_02
EMP_3933,DEPT_01,Grade_1.2,LVL_02
EMP_3934,DEPT_02,Grade_1.2,LVL_04
EMP_3935,DEPT_02,Grade_1.4,LVL_04
EMP_3936,DEPT_01,Grade_1.4,LVL_03
EMP_3937,DEPT_02,Grade_1.2,LVL_04
EMP_3938,DEPT_02,Grade_1.3,LVL_03
EMP_3939,DEPT_02,Grade_1.3,LVL_04
EMP_3940,DEPT_01,Grade_1.3,LVL_03
EMP_3941,DEPT_03,Grade_1.2,LVL_04
EMP_3942,DEPT_01,Grade_1.4,LVL_01
EMP_3943,DEPT_02,Grade_1.2,LVL_02
EMP_3944,DEPT_02,Grade_1.2,LVL_01
EMP_3945,DEPT_02,Grade_1.2,LVL_01
EMP_3946,DEPT_01,Grade_1.4,LVL_02
EMP_3947,DEPT_02,Grade_1.4,LVL_01
EMP_3948,DEPT_02,Grade_1.2,LVL_02
EMP_3949,DEPT_03,Grade_1.3,LVL_04
EMP_3950,DEPT_03,Grade_1.2,LVL_04
EMP_3951,DEPT_01,Grade_1.3,LVL_02
EMP_3952,DEPT_03,Grade_1.2,LVL_02
EMP_3953,DEPT_03,Grade_1.4,LVL_02
EMP_3954,DEPT_01,Grade_1.3,LVL_02
EMP_3955,DEPT_02,Grade_1.2,LVL_01
EMP_3956,DEPT_02,Grade_1.2,LVL_04
EMP_3957,DEPT_01,Grade_1.4,LVL_04
EMP_3958,DEPT_03,Grade_1.2,LVL_02
EMP_3959,DEPT_02,Grade_1.4,LVL_03
EMP_3960,DEPT_03,Grade_1.3,LVL_01
EMP_3961,DEPT_03,Grade_1.4,LVL_03
EMP_3962,DEPT_03,Grade_1.3,LVL_02
EMP_3963,DEPT_03,Grade_1.2,LVL_04
EMP_3964,DEPT_01,Grade_1.3,LVL_02
EMP_3965,DEPT_03,Grade_1.4,LVL_03
EMP_3966,DEPT_03,Grade_1.4,LVL_04
EMP_3967,DEPT_01,Grade_1.4,LVL_02
EMP_3968,DEPT_02,Grade_1.3,LVL_02
EMP_3969,DEPT_03,Grade_1.2,LVL_04
EMP_3970,DEPT_02,Grade_1.3,LVL_04
EMP_3971,DEPT_02,Grade_1.3,LVL_02
EMP_3972,DEPT_02,Grade_1.2,LVL_01
EMP_3973,DEPT_02,Grade_1.3,LVL_03
EMP_3974,DEPT_01,Grade_1.4,LVL_02
EMP_3975,DEPT_02,Grade_1.4,LVL_03
EMP_3976,DEPT_03,Grade_1.3,LVL_02
EMP_3977,DEPT_02,Grade_1.4,LVL_01
EMP_3978,DEPT_03,Grade_1.2,LVL_03
EMP_3979,DEPT_02,Grade_1.4,LVL_01
EMP_3980,DEPT_03,Grade_1.2,LVL_03
EMP_3981,DEPT_02,Grade_1.4,LVL_04
EMP_3982,DEPT_03,Grade_1.4,LVL_04
EMP_3983,DEPT_01,Grade_1.3,LVL_03
EMP_3984,DEPT_01,Grade_1.4,LVL_03
EMP_3985,DEPT_02,Grade_1.3,LVL_01
EMP_3986,DEPT_03,Grade_1.3,LVL_04
EMP_3987,DEPT_01,Grade_1.3,LVL_03
EMP_3988,DEPT_03,Grade_1.4,LVL_03
EMP_3989,DEPT_01,Grade_1.4,LVL_04
EMP_3990,DEPT_01,Grade_1.4,LVL_02
EMP_3991,DEPT_01,Grade_1.4,LVL_02
EMP_3992,DEPT_01,Grade_1.3,LVL_03
EMP_3993,DEPT_03,Grade_1.2,LVL_01
EMP_3994,DEPT_03,Grade_1.3,LVL_04
EMP_3995,DEPT_03,Grade_1.4,LVL_01
EMP_3996,DEPT_02,Grade_1.3,LVL_02
EMP_3997,DEPT_02,Grade_1.2,LVL_04
EMP_3998,DEPT_01,Grade_1.4,LVL_03
EMP_3999,DEPT_01,Grade_1.3,LVL_04
EMP_4000,DEPT_03,Grade_1.2,LVL_01
EMP_4001,DEPT_03,Grade_1.4,LVL_03
EMP_4002,DEPT_02,Grade_1.2,LVL_01
EMP_4003,DEPT_01,Grade_1.2,LVL_02
EMP_4004,DEPT_01,Grade_1.4,LVL_04
EMP_4005,DEPT_03,Grade_1.3,LVL_01
EMP_4006,DEPT_01,Grade_1.2,LVL_02
EMP_4007,DEPT_03,Grade_1.4,LVL_03
EMP_4008,DEPT_02,Grade_1.3,LVL_04
EMP_4009,DEPT_01,Grade_1.4,LVL_03
EMP_4010,DEPT_01,Grade_1.2,LVL_02
EMP_4011,DEPT_02,Grade_1.4,LVL_03
EMP_4012,DEPT_03,Grade_1.4,LVL_02
EMP_4013,DEPT_02,Grade_1.2,LVL_02
EMP_4014,DEPT_02,Grade_1.4,LVL_03
EMP_4015,DEPT_02,Grade_1.2,LVL_02
EMP_4016,DEPT_03,Grade_1.4,LVL_04
EMP_4017,DEPT_02,Grade_1.3,LVL_02
EMP_4018,DEPT_03,Grade_1.3,LVL_03
EMP_4019,DEPT_03,Grade_1.3,LVL_04
EMP_4020,DEPT_02,Grade_1.4,LVL_02
EMP_4021,DEPT_02,Grade_1.3,LVL_01
EMP_4022,DEPT_01,Grade_1.4,LVL_02
EMP_4023,DEPT_02,Grade_1.4,LVL_03
EMP_4024,DEPT_02,Grade_1.2,LVL_03
EMP_4025,DEPT_03,Grade_1.4,LVL_04
EMP_4026,DEPT_02,Grade_1.2,LVL_01
EMP_4027,DEPT_02,Grade_1.3,LVL_03
EMP_4028,DEPT_03,Grade_1.2,LVL_04
EMP_4029,DEPT_02,Grade_1.2,LVL_04
EMP_4030,DEPT_01,Grade_1.2,LVL_01
EMP_4031,DEPT_03,Grade_1.4,LVL_04
EMP_4032,DEPT_03,Grade_1.3,LVL_04
EMP_4033,DEPT_03,Grade_1.2,LVL_04
EMP_4034,DEPT_03,Grade_1.4,LVL_02
EMP_4035,DEPT_02,Grade_1.3,LVL_03
EMP_4036,DEPT_01,Grade_1.2,LVL_04
EMP_4037,DEPT_02,Grade_1.4,LVL_04
EMP_4038,DEPT_02,Grade_1.4,LVL_04
EMP_4039,DEPT_01,Grade_1.4,LVL_03
EMP_4040,DEPT_01,Grade_1.3,LVL_01
EMP_4041,DEPT_03,Grade_1.4,LVL_03
EMP_4042,DEPT_03,Grade_1.2,LVL_02
EMP_4043,DEPT_02,Grade_1.4,LVL_04
EMP_4044,DEPT_01,Grade_1.4,LVL_02
EMP_4045,DEPT_03,Grade_1.3,LVL_01
EMP_4046,DEPT_01,Grade_1.2,LVL_01
EMP_4047,DEPT_02,Grade_1.4,LVL_03
EMP_4048,DEPT_02,Grade_1.2,LVL_04
EMP_4049,DEPT_01,Grade_1.4,LVL_03
EMP_4050,DEPT_02,Grade_1.2,LVL_02
EMP_4051,DEPT_01,Grade_1.4,LVL_02
EMP_4052,DEPT_03,Grade_1.4,LVL_03
EMP_4053,DEPT_03,Grade_1.3,LVL_01
EMP_4054,DEPT_03,Grade_1.2,LVL_02
EMP_4055,DEPT_03,Grade_1.4,LVL_01
EMP_4056,DEPT_03,Grade_1.4,LVL_02
EMP_4057,DEPT_01,Grade_1.2,LVL_02
EMP_4058,DEPT_02,Grade_1.4,LVL_04
EMP_4059,DEPT_03,Grade_1.4,LVL_03
EMP_4060,DEPT_02,Grade_1.3,LVL_01
EMP_4061,DEPT_03,Grade_1.2,LVL_02
EMP_4062,DEPT_03,Grade_1.2,LVL_03
EMP_4063,DEPT_01,Grade_1.4,LVL_03
EMP_4064,DEPT_01,Grade_1.3,LVL_01
EMP_4065,DEPT_01,Grade_1.3,LVL_03
EMP_4066,DEPT_01,Grade_1.2,LVL_01
EMP_4067,DEPT_03,Grade_1.3,LVL_03
EMP_4068,DEPT_03,Grade_1.2,LVL_03
EMP_4069,DEPT_01,Grade_1.3,LVL_01
EMP_4070,DEPT_02,Grade_1.3,LVL_02
EMP_4071,DEPT_02,Grade_1.2,LVL_04
EMP_4072,DEPT_03,Grade_1.4,LVL_03
EMP_4073,DEPT_01,Grade_1.2,LVL_02
EMP_4074,DEPT_02,Grade_1.2,LVL_02
EMP_4075,DEPT_03,Grade_1.2,LVL_04
EMP_4076,DEPT_02,Grade_1.3,LVL_03
EMP_4077,DEPT_02,Grade_1.3,LVL_02
EMP_4078,DEPT_02,Grade_1.2,LVL_02
EMP_4079,DEPT_01,Grade_1.3,LVL_02
EMP_4080,DEPT_01,Grade_1.4,LVL_04
EMP_4081,DEPT_01,Grade_1.4,LVL_01
EMP_4082,DEPT_03,Grade_1.3,LVL_03
EMP_4083,DEPT_02,Grade_1.3,LVL_03
EMP_4084,DEPT_01,Grade_1.3,LVL_04
EMP_4085,DEPT_02,Grade_1.3,LVL_01
EMP_4086,DEPT_02,Grade_1.2,LVL_01
EMP_4087,DEPT_01,Grade_1.2,LVL_03
EMP_4088,DEPT_03,Grade_1.4,LVL_03
EMP_4089,DEPT_03,Grade_1.2,LVL_04
EMP_4090,DEPT_02,Grade_1.4,LVL_01
EMP_4091,DEPT_02,Grade_1.4,LVL_04
EMP_4092,DEPT_01,Grade_1.2,LVL_03
EMP_4093,DEPT_02,Grade_1.4,LVL_04
EMP_4094,DEPT_03,Grade_1.2,LVL_02
EMP_4095,DEPT_01,Grade_1.2,LVL_02
EMP_4096,DEPT_02,Grade_1.2,LVL_02
EMP_4097,DEPT_01,Grade_1.3,LVL_04
EMP_4098,DEPT_02,Grade_1.2,LVL_01
EMP_4099,DEPT_01,Grade_1.3,LVL_04
EMP_4100,DEPT_03,Grade_1.2,LVL_01
EMP_4101,DEPT_03,Grade_1.4,LVL_04
EMP_4102,DEPT_02,Grade_1.4,LVL_01
EMP_4103,DEPT_02,Grade_1.3,LVL_01
EMP_4104,DEPT_01,Grade_1.4,LVL_03
EMP_4105,DEPT_01,Grade_1.4,LVL_01
EMP_4106,DEPT_02,Grade_1.3,LVL_01
EMP_4107,DEPT_02,Grade_1.3,LVL_02
EMP_4108,DEPT_03,Grade_1.2,LVL_03
EMP_4109,DEPT_02,Grade_1.2,LVL_01
EMP_4110,DEPT_02,Grade_1.3,LVL_01
EMP_4111,DEPT_03,Grade_1.3,LVL_02
EMP_4112,DEPT_01,Grade_1.3,LVL_02
EMP_4113,DEPT_02,Grade_1.3,LVL_01
EMP_4114,DEPT_01,Grade_1.2,LVL_01
EMP_4115,DEPT_03,Grade_1.2,LVL_02
EMP_4116,DEPT_01,Grade_1.3,LVL_04
EMP_4117,DEPT_02,Grade_1.3,LVL_02
EMP_4118,DEPT_03,Grade_1.2,LVL_02
EMP_4119,DEPT_03,Grade_1.2,LVL_04
EMP_4120,DEPT_03,Grade_1.4,LVL_04
EMP_4121,DEPT_01,Grade_1.3,LVL_03
EMP_4122,DEPT_03,Grade_1.3,LVL_02
EMP_4123,DEPT_03,Grade_1.2,LVL_01
EMP_4124,DEPT_03,Grade_1.3,LVL_04
EMP_4125,DEPT_02,Grade_1.2,LVL_01
EMP_4126,DEPT_03,Grade_1.4,LVL_02
EMP_4127,DEPT_03,Grade_1.4,LVL_01
EMP_4128,DEPT_03,Grade_1.2,LVL_03
EMP_4129,DEPT_02,Grade_1.2,LVL_01
EMP_4130,DEPT_03,Grade_1.3,LVL_02
EMP_4131,DEPT_01,Grade_1.2,LVL_03
EMP_4132,DEPT_03,Grade_1.2,LVL_03
EMP_4133,DEPT_01,Grade_1.3,LVL_02
EMP_4134,DEPT_01,Grade_1.2,LVL_02
EMP_4135,DEPT_02,Grade_1.3,LVL_03
EMP_4136,DEPT_02,Grade_1.3,LVL_01
EMP_4137,DEPT_02,Grade_1.3,LVL_02
EMP_4138,DEPT_02,Grade_1.4,LVL_03
EMP_4139,DEPT_03,Grade_1.3,LVL_03
EMP_4140,DEPT_03,Grade_1.3,LVL_03
EMP_4141,DEPT_01,Grade_1.3,LVL_03
EMP_4142,DEPT_02,Grade_1.4,LVL_04
EMP_4143,DEPT_03,Grade_1.2,LVL_01
EMP_4144,DEPT_03,Grade_1.3,LVL_01
EMP_4145,DEPT_01,Grade_1.2,LVL_01
EMP_4146,DEPT_03,Grade_1.3,LVL_01
EMP_4147,DEPT_02,Grade_1.3,LVL_04
EMP_4148,DEPT_02,Grade_1.2,LVL_02
EMP_4149,DEPT_01,Grade_1.4,LVL_03
EMP_4150,DEPT_01,Grade_1.4,LVL_04
EMP_4151,DEPT_02,Grade_1.4,LVL_04
EMP_4152,DEPT_02,Grade_1.3,LVL_02
EMP_4153,DEPT_02,Grade_1.3,LVL_02
EMP_4154,DEPT_03,Grade_1.4,LVL_02
EMP_4155,DEPT_01,Grade_1.4,LVL_03
EMP_4156,DEPT_02,Grade_1.4,LVL_03
EMP_4157,DEPT_02,Grade_1.2,LVL_04
EMP_4158,DEPT_01,Grade_1.4,LVL_01
EMP_4159,DEPT_02,Grade_1.4,LVL_04
EMP_4160,DEPT_01,Grade_1.4,LVL_02
EMP_4161,DEPT_02,Grade_1.4,LVL_04
EMP_4162,DEPT_01,Grade_1.4,LVL_04
EMP_4163,DEPT_03,Grade_1.4,LVL_04
EMP_4164,DEPT_01,Grade_1.3,LVL_01
EMP_4165,DEPT_01,Grade_1.4,LVL_02
